0_john_0.wav,0.0
0_john_1.wav,0.0
0_john_10.wav,0.0
0_john_11.wav,0.0
0_john_12.wav,0.0
0_john_13.wav,0.0
0_john_14.wav,0.0
0_john_15.wav,0.0
0_john_16.wav,0.0
0_john_17.wav,0.0
0_john_18.wav,0.0
0_john_19.wav,0.0
0_john_2.wav,0.0
0_john_20.wav,0.0
0_john_21.wav,0.0
0_john_22.wav,0.0
0_john_23.wav,0.0
0_john_24.wav,0.0
0_john_25.wav,0.0
0_john_26.wav,0.0
0_john_27.wav,0.0
0_john_28.wav,0.0
0_john_29.wav,0.0
0_john_3.wav,0.0
0_john_30.wav,0.0
0_john_31.wav,0.0
0_john_32.wav,0.0
0_john_33.wav,0.0
0_john_34.wav,0.0
0_john_35.wav,0.0
0_john_36.wav,0.0
0_john_37.wav,0.0
0_john_38.wav,0.0
0_john_39.wav,0.0
0_john_4.wav,0.0
0_john_40.wav,0.0
0_john_41.wav,0.0
0_john_42.wav,0.0
0_john_43.wav,0.0
0_john_44.wav,0.0
0_john_45.wav,0.0
0_john_46.wav,0.0
0_john_47.wav,0.0
0_john_48.wav,0.0
0_john_49.wav,0.0
0_john_5.wav,0.0
0_john_6.wav,0.0
0_john_7.wav,0.0
0_john_8.wav,0.0
0_john_9.wav,0.0
1_john_0.wav,1.0
1_john_1.wav,1.0
1_john_10.wav,1.0
1_john_11.wav,1.0
1_john_12.wav,1.0
1_john_13.wav,1.0
1_john_14.wav,1.0
1_john_15.wav,1.0
1_john_16.wav,1.0
1_john_17.wav,1.0
1_john_18.wav,1.0
1_john_19.wav,1.0
1_john_2.wav,1.0
1_john_20.wav,1.0
1_john_21.wav,1.0
1_john_22.wav,1.0
1_john_23.wav,1.0
1_john_24.wav,1.0
1_john_25.wav,1.0
1_john_26.wav,1.0
1_john_27.wav,1.0
1_john_28.wav,1.0
1_john_29.wav,1.0
1_john_3.wav,1.0
1_john_30.wav,1.0
1_john_31.wav,1.0
1_john_32.wav,1.0
1_john_33.wav,1.0
1_john_34.wav,1.0
1_john_35.wav,1.0
1_john_36.wav,1.0
1_john_37.wav,1.0
1_john_38.wav,1.0
1_john_39.wav,1.0
1_john_4.wav,1.0
1_john_40.wav,1.0
1_john_41.wav,1.0
1_john_42.wav,1.0
1_john_43.wav,1.0
1_john_44.wav,1.0
1_john_45.wav,1.0
1_john_46.wav,1.0
1_john_47.wav,1.0
1_john_48.wav,1.0
1_john_49.wav,1.0
1_john_5.wav,1.0
1_john_6.wav,1.0
1_john_7.wav,1.0
1_john_8.wav,1.0
1_john_9.wav,1.0
